"","title","author","source","abstract","keywords","research_areas","year"
"11","Functional and Comparative Genomic Analysis of Integrated Prophage-Like Sequences in ""Candidatus Liberibacter asiaticus""","Dominguez-Mirazo, M and Jin, R and Weitz, JS","MSPHERE","Huanglongbing disease (HLB; yellow shoot disease) is a severe worldwide infectious disease for citrus family plants. The pathogen ""Candidatus Liberibacter asiaticus"" is an alphaproteobacterium of the Rhizobiaceae family that has been identified as the causative agent of HLB. The virulence of ""Ca. Liberibacter asiaticus"" has been attributed, in part, to prophage-carried genes. Prophage and prophage-like elements have been identified in 12 of the 15 available ""Ca. Liberibacter asiaticus"" genomes and are classified into three prophage types. Here, we reexamined all 15 ""Ca. Liberibacter asiaticus"" genomes using a de novo prediction approach and expanded the number of prophage-like elements from 16 to 33. Further, we found that all of the ""Ca. Liberibacter asiaticus"" genomes contained at least one prophage-like sequence. Comparative analysis revealed a prevalent, albeit previously unknown, prophage-like sequence type that is a remnant of an integrated prophage. Notably, this remnant prophage is found in the Ishi-1 ""Ca. Liberibacter asiaticus"" strain that had previously been reported as lacking prophages. Our findings provide both a resource for data and new insights into the evolutionary relationship between phage and ""Ca. Liberibacter asiaticus"" pathogenicity. IMPORTANCE Huanglongbing (HLB) disease is threatening citrus production worldwide. The causative agent is ""Candidatus Liberibacter asiaticus."" Prior work using mapping-based approaches identified prophage-like sequences in some ""Ca. Liberibacter asiaticus"" genomes but not all. Here, we utilized a de novo approach that expands the number of prophage-like elements found in ""Ca. Liberibacter asiaticus"" from 16 to 33 and identified at least one prophage-like sequence in all ""Ca. Liberibacter asiaticus"" strains. Furthermore, we identified a prophage-like sequence type that is a remnant of an integrated prophage-expanding the number of prophage types in ""Ca. Liberibacter asiaticus"" from 3 to 4. Overall, the findings will help researchers investigate the role of prophage in the ecology, evolution, and pathogenicity of ""Ca. Liberibacter asiaticus.""","One Health; bioinformatics; environmental microbiology; microbial and ecology; phage ecology; phytopathology; plant pathogens","Microbiology","2019"
"12","Diversity patterns of bacteriophages infecting Aggregatibacter and Haemophilus species across clades and niches","Szafranski, SP and Kilian, M and Yang, I and Wieden, GBD and Winkel, A and Hegermann, J and Stiesch, M","ISME JOURNAL","Aggregatibacter and Haemophilus species are relevant human commensals and opportunistic pathogens. Consequently, their bacteriophages may have significant impact on human microbial ecology and pathologies. Our aim was to reveal the prevalence and diversity of bacteriophages infecting Aggregatibacter and Haemophilus species that colonize the human body. Genome mining with comparative genomics, screening of clinical isolates, and profiling of metagenomes allowed characterization of 346 phages grouped in 52 clusters and 18 superclusters. Less than 10% of the identified phage clusters were represented by previously characterized phages. Prophage diversity patterns varied significantly for different phage types, host clades, and environmental niches. A more diverse phage community lysogenizes Haemophilus infiuenzae and Haemophilus parainfiuenzae strains than Aggregatibacter actinomycetemcomitans and ""Haemophilus ducreyi"". Co-infections occurred more often in ""H. ducreyi"". Phages from Aggregatibacter actinomycetemcomitans preferably lysogenized strains of specific serotype. Prophage patterns shared by subspecies clades of different bacterial species suggest similar ecoevolutionary drivers. Changes in frequencies of DNA uptake signal sequences and guanine-cytosine content reflect phage-host long-term coevolution. Aggregatibacter and Haemophilus phages were prevalent at multiple oral sites. Together, these findings should help exploring the ecoevolutionary forces shaping virus-host interactions in the human microbiome. Putative lytic phages, especially phiKZ-like, may provide new therapeutic options.",NA,"Environmental Sciences & Ecology; Microbiology","2019"
"13","Functional Gene Array-Based Ultrasensitive and Quantitative Detection of Microbial Populations in Complex Communities","Shi, Z and Yin, HQ and Van Nostrand, JD and Voordeckers, JW and Tu, Q and Deng, Y and Yuan, MT and Zhou, AF and Zhang, P and Xiao, NJ and Ning, DL and He, ZL and Wu, LY and Zhou, JZ","MSYSTEMS","While functional gene arrays (FGAs) have greatly expanded our understanding of complex microbial systems, specificity, sensitivity, and quantitation challenges remain. We developed a new generation of FGA, GeoChip 5.0, using the Agilent platform. Two formats were created, a smaller format (GeoChip 5.0S), primarily covering carbon-, nitrogen-, sulfur-, and phosphorus-cycling genes and others providing ecological services, and a larger format (GeoChip 5.0M) containing the functional categories involved in biogeochemical cycling of C, N, S, and P and various metals, stress response, microbial defense, electron transport, plant growth promotion, virulence, gyr13, and fungus-, protozoan-, and virus-specific genes. GeoChip 5.0M contains 161,961 oligonucleotide probes covering >365,000 genes of 1,447 gene families from broad, functionally divergent taxonomic groups, including bacteria (2,721 genera), archaea (101 genera), fungi (297 genera), protists (219 genera), and viruses (167 genera), mainly phages. Computational and experimental evaluation indicated that designed probes were highly specific and could detect as little as 0.05 ng of pure culture DNAs within a background of 1 mu g community DNA (equivalent to 0.005% of the population). Additionally, strong quantitative linear relationships were observed between signal intensity and amount of pure genomic (similar to 99% of probes detected; r > 0.9) or soil (similar to 97%; r > 0.9) DNAs. Application of the GeoChip to a contaminated groundwater microbial community indicated that environmental contaminants (primarily heavy metals) had significant impacts on the biodiversity of the communities. This is the most comprehensive FGA to date, capable of directly linking microbial genes/populations to ecosystem functions. IMPORTANCE The rapid development of metagenomic technologies, including microarrays, over the past decade has greatly expanded our understanding of complex microbial systems. However, because of the ever-expanding number of novel microbial sequences discovered each year, developing a microarray that is representative of real microbial communities, is specific and sensitive, and provides quantitative information remains a challenge. The newly developed GeoChip 5.0 is the most comprehensive microarray available to date for examining the functional capabilities of microbial communities important to biogeochemistry, ecology, environmental sciences, and human health. The GeoChip 5 is highly specific, sensitive, and quantitative based on both computational and experimental assays. Use of the array on a contaminated groundwater sample provided novel insights on the impacts of environmental contaminants on groundwater microbial communities.","functional gene array; microarrays; microbial communities","Microbiology","2019"
"14","The genera of bacteriophages and their receptors are the major determinants of host range","Gencay, YE and Gambino, M and Prussing, TF and Brondsted, L","ENVIRONMENTAL MICROBIOLOGY","The host range of phages is a key to understand their impact on bacterial ecology and evolution. Because of the complexity of phage-host interactions, the variables that determine the breadth of a phage host range remain poorly understood. Here, we propose a novel holistic approach to identify the host range determinants of a new collection of phages infecting Salmonella, isolated from animal, environmental and wastewater samples that were able to infect 58 of the 71 Salmonella strains in our collection. By using a set of statistic approaches (non-metric dimensional scaling, Bray-Curtis distance, PERMANOVA), we analysed phenotypic (host range on wild-type and receptor mutants) and genetic data (taxonomic assignment and receptor binding proteins) to evaluate the impact of isolation strain and niche, phage receptor and genus on the host range. Statistical analysis revealed that two phage characteristics influence the host range by explaining the most variance: the receptor by 45% and the genus by 51%. Interestingly, phage genus and receptor in combination explained 79% of the variance, establishing these characteristics as the major determinants of the host range. This study demonstrates the power and the novelty of applying statistical approaches to phenotypic and genetic data to investigate the ecology of phage-host interactions.",NA,"Microbiology","2019"
"15","Elucidating Viral Communities During a Phytoplankton Bloom on the West Antarctic Peninsula","Alarcon-Schumacher, T and Guajardo-Leiva, S and Anton, J and Diez, B","FRONTIERS IN MICROBIOLOGY","In Antarctic coastal waters where nutrient limitations are low, viruses are expected to play a major role in the regulation of bloom events. Despite this, research in viral identification and dynamics is scarce, with limited information available for the Southern Ocean (SO). This study presents an integrative-omics approach, comparing variation in the viral and microbial active communities on two contrasting sample conditions from a diatom-dominated phytoplankton bloom occurring in Chile Bay in the West Antarctic Peninsula (WAP) in the summer of 2014. The known viral community, initially dominated by Myoviridae family (similar to 82% of the total assigned reads), changed to become dominated by Phycodnaviridae (similar to 90%), while viral activity was predominantly driven by dsDNA members of the Phycodnaviridae (similar to 50%) and diatom infecting ssRNA viruses (similar to 38%), becoming more significant as chlorophyll a increased. A genomic and phylogenetic characterization allowed the identification of a new viral lineage within the Myoviridae family. This new lineage of viruses infects Pseudoalteromonas and was dominant in the phage community. In addition, a new Phycodnavirus (PaV) was described, which is predicted to infect Phaeocystis antarctica, the main blooming haptophyte in the SO. This work was able to identify the changes in the main viral players during a bloom development and suggests that the changes observed in the virioplankton could be used as a model to understand the development and decay of blooms that occur throughout the WAP.","phytoplankton blooms; Southern Ocean; viruses; environmental genomics; and viral ecology","Microbiology","2019"
"16","Broad Environmental Tolerance for a Salicola Host-Phage Pair Isolated from the Cargill Solar Saltworks, Newark, CA, USA","Rodela, ML and Sabet, S and Peterson, A and Dillon, JG","MICROORGANISMS","Phages greatly influence the ecology and evolution of their bacterial hosts; however, compared to hosts, a relatively low number of phages, especially halophilic phages, have been studied. This study describes a comparative investigation of physicochemical tolerance between a strain of the halophilic bacterium, Salicola, isolated from the Cargill Saltworks (Newark, CA, USA) and its associated phage. The host grew in media between pH 6-8.5, had a salinity growth optimum of 20% total salts (ranging from 10%-30%) and an upper temperature growth limit of 48 degrees C. The host utilized 61 of 190 substrates tested using BIOLOG Phenotype MicroArrays. The CG phi 29 phage, one of only four reported Salicola phages, is a DNA virus of the Siphoviridae family. Overall, the phage tolerated a broader range of environmental conditions than its host (salinity 0-30% total salts; pH 3-9; upper thermal limit 80 degrees C) and is the most thermotolerant halophilic phage ever reported. This study is the most comprehensive investigation to date of a Salicola host-phage pair and provides novel insights into extreme environmental tolerances among bacteriophages.","Salicola; phage; halophile; saltern; thermotolerant","Microbiology","2019"
"17","Coupled virus - bacteria interactions and ecosystem function in an engineered microbial system","Brown, MR and Baptista, JC and Lunn, M and Swan, DL and Smith, SJ and Davenport, RJ and Allen, BD and Sloan, WT and Curtis, TP","WATER RESEARCH","Viruses are thought to control bacterial abundance, affect community composition and influence ecosystem function in natural environments. Yet their dynamics have seldom been studied in engineered systems, or indeed in any system, for long periods of time. We measured virus abundance in a full-scale activated sludge plant every week for two years. Total bacteria and ammonia oxidising bacteria (AOB) abundances, bacterial community profiles, and a suite of environmental and operational parameters were also monitored. Mixed liquor virus abundance fluctuated over an order of magnitude (3.18 x 10(8) -3.41 x 10 virus's mL(-1)) and that variation was statistically significantly associated with total bacterial and AOB abundance, community composition, and effluent concentrations of COD and NH4+-N and thus system function. This suggests viruses play a far more important role in the dynamics of activated sludge systems than previously realised and could be one of the key factors controlling bacterial abundance, community structure and functional stability and may cause reactors to fail. These findings are based on statistical associations, not mechanistic models. Nevertheless, viral associations with abiotic factors, such as pH, make physical sense, giving credence to these findings and highlighting the role that physical factors play in virus ecology. Further work is needed to identify and quantify specific bacteriophage and their hosts to enable us to develop mechanistic models of the ecology of viruses in wastewater treatment systems. However, since we have shown that viruses can be related to effluent quality and virus quantification is simple and cheap, practitioners would probably benefit from quantifying viruses now. (C) 2019 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY license.","Viruses; Activated sludge; Wastewater treatment","Engineering; Environmental Sciences & Ecology; Water Resources","2019"
"18","Environmental structure drives resistance to phages and antibiotics during phage therapy and to invading lysogens during colonisation","de Sousa, JAM and Rocha, EPC","SCIENTIFIC REPORTS","Microbial communities are shaped by bacteriophages through predation and lysogeny. A better understanding of the interactions between these processes across different types of environments is key to elucidate how phages mediate microbial competition and to design efficient phage therapies. We introduce an individual-based model (eVIVALDI) to investigate the role of environmental structure in the elimination of a population with a combined treatment of antibiotics and virulent phages, and in the invasion of a population of phage-sensitive bacteria by lysogens. We show that structured environments facilitate the emergence of double resistance, to antibiotics and phages, due to limited diffusion of phage particles and increased nutrient availability from dead cells. They also hinder phage amplification, thus decreasing the generation of phage genetic diversity and increasing the unpredictability of phage-bacteria arms-races. We used a machine learning approach to determine the variables most important for the invasion of sensitive populations by lysogens. They revealed that phage-associated traits and environmental structure are the key drivers of the process. Structured environments hinder invasions, and accounting for their existence improves the fit of the model to published in vivo experimental data. Our results underline environmental structure as key to understand in vivo phage-bacteria interactions.",NA,"Science & Technology - Other Topics","2019"
"19","Reannotation of the Ribonucleotide Reductase in a Cyanophage Reveals Life History Strategies Within the Virioplankton","Harrison, AO and Moore, RM and Polson, SW and Wommack, KE","FRONTIERS IN MICROBIOLOGY","Ribonucleotide reductases (RNRs) are ancient enzymes that catalyze the reduction of ribonucleotides to deoxyribonucleotides. They are required for virtually all cellular life and are prominent within viral genomes. RNRs share a common ancestor and must generate a protein radical for direct ribonucleotide reduction. The mechanisms by which RNRs produce radicals are diverse and divide RNRs into three major classes and several subclasses. The diversity of radical generation methods means that cellular organisms and viruses typically contain the RNR best-suited to the environmental conditions surrounding DNA replication. However, such diversity has also fostered high rates of RNR misannotation within subject sequence databases. These misannotations have resulted in incorrect translative presumptions of RNR biochemistry and have diminished the utility of this marker gene for ecological studies of viruses. We discovered a misannotation of the RNR gene within the Prochlorococcus phage P-SSP7 genome, which caused a chain of misannotations within commonly observed RNR genes from marine virioplankton communities. These RNRs are found in marine cyanopodo- and cyanosiphoviruses and are currently misannotated as Class II RNRs, which are O-2-independent and require cofactor B-12. In fact, these cyanoviral RNRs are Class I enzymes that are O-2-dependent and may require a di-metal cofactor made of Fe, Mn, or a combination of the two metals. The discovery of an overlooked Class I beta subunit in the P-SSP7 genome, together with phylogenetic analysis of the alpha and beta subunits confirms that the RNR from P-SSP7 is a Class I RNR. Phylogenetic and conserved residue analyses also suggest that the P-SSP7 RNR may constitute a novel Class I subclass. The reannotation of the RNR Glade represented by P-SSP7 means that most lytic cyanophage contain Class I RNRs, while their hosts, B-12-producing Synechococcus and Prochlorococcus, contain Class II RNRs. By using a Class I RNR, cyanophage avoid a dependence on host-produced B-12, a more effective strategy for a lytic virus. The discovery of a novel RNR beta subunit within cyanopodoviruses also implies that some unknown viral genes may be familiar cellular genes that are too divergent for homology-based annotation methods to identify.","cyanophage; ribonucleotide reductase; marker gene; misannotation; and cyanobacteria; viral ecology; phylogenetic analysis; virome","Microbiology","2019"
"20","Viral invasion fitness across a continuum from lysis to latency","Weitz, JS and Li, GL and Gulbudak, H and Cortez, MH and Whitaker, RJ","VIRUS EVOLUTION","The prevailing paradigm in ecological studies of viruses and their microbial hosts is that the reproductive success of viruses depends on the proliferation of the 'predator', that is, the virus particle. Yet, viruses are obligate intracellular parasites, and the virus genome-the actual unit of selection-can persist and proliferate from one cell generation to the next without lysis or the production of new virus particles. Here, we propose a theoretical framework to quantify the invasion fitness of viruses using an epidemiological cell-centric metric that focuses on the proliferation of viral genomes inside cells instead of virus particles outside cells. This cell-centric metric enables direct comparison of viral strategies characterized by obligate killing of hosts (e.g. via lysis), persistence of viral genomes inside hosts (e.g. via lysogeny), and strategies along a continuum between these extremes (e.g. via chronic infections). As a result, we can identify environmental drivers, life history traits, and key feedbacks that govern variation in viral propagation in nonlinear population models. For example, we identify threshold conditions given relatively low densities of susceptible cells and relatively high growth rates of infected cells in which lysogenic and other chronic strategies have higher potential viral reproduction than lytic strategies. Altogether, the theoretical framework helps unify the ongoing study of eco-evolutionary drivers of viral strategies in natural environments.","ecology; evolution; epidemiology; mathematical modeling; microbiology","Virology","2019"
"21","Viral Diversity and Its Relationship With Environmental Factors at the Surface and Deep Sea of Prydz Bay, Antarctica","Gong, Z and Liang, YT and Wang, M and Jiang, Y and Yang, QW and Xia, J and Zhou, XH and You, SY and Gao, C and Wang, J and He, JF and Shao, HB and McMinn, A","FRONTIERS IN MICROBIOLOGY","A viral metagenomic analysis of five surface and two bottom water (878 meters below surface, mbs, and 3,357 mbs) samples from Prydz Bay, was conducted during February-March 2015. The results demonstrated that most of the DNA viruses were dsDNA viruses (79.73-94.06%, except at PBI1, 37.51%). Of these, Caudovirales (Siphoviridae, Myoviridae, and Podoviridae) phages were most abundant in surface seawater (67.67-71.99%), while nucleocytoplasmic large DNA viruses (NCLDVs) (Phycodnaviridae, Mimiviridae, and Pandoraviridae accounted for >30% of dsDNA viruses) were most abundant in the bottom water (3,357 mbs). Of the ssDNA viruses, Microviridae was the dominant family in PBI2, PBI3, PBOs, and PBI4b (57.09-87.55%), while Inoviridae (58.16%) was the dominant family in PBI1. Cellulophaga phages (phi38:1 and phi10:1) and Flavobacterium phage 11b, infecting the possible host strains affiliated with the family Flavobacteriaceae of the phylum Bacteroidetes, were abundant in surface water dsDNA viromes. The long contig (PBI2_1_C) from the viral metagenomes were most similar to the genome architectures of Cellulophaga phage phi10:1 and Flavobacterium phage 11b from the Arctic Ocean. Comparative analysis showed that the surface viral community of Prydz Bay could be clearly separated from other marine and freshwater environments. The deep sea viral community was similar to the deep sea viral metagenome at A Long-term Oligotrophic Habitat Assessment Station (ALOHA, at 22 degrees 45'N, 158 degrees 00'W). The multivariable analysis indicated that nutrients probably played an important role in shaping the local viral community structure. This study revealed the preliminary characteristics of the viral community in Prydz Bay, from both the surface and the deep sea. It provided evidence of the relationships between the virome and the environment in Prydz Bay and provided the first data from the deep sea viral community of the Southern Ocean.","marine viruses; Prydz Bay; metagenomics; diversity; community structure","Microbiology","2018"
